candidate_rank	word	combined_equal_corpus_ppm	hkcancor_count	cantomap_count	attested_both_spoken_corpora	cross_corpus_balance	hkcancor_top_pos	hkcancor_pos_counts	hkcancor_proper_like_share	hkcancor_jyutping_counts	cantomap_top_pos	cantomap_pos_counts	cantomap_jyutping_counts	cifu_top2000	cifu_rank	known_invalid_atomic	rime_present	rime_readings_compact	rime_source_files	review_flags	expert_status	expert_note
2060	歌手	20.325534	5	0	false	0.000000	n	n:5	0.000000	go1sau2:5				false		false	true	go1sau2	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
2061	歌星	20.325534	5	0	false	0.000000	n	n:5	0.000000	go1sing1:5				false		false	true	go1sing1	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
2062	毓民	20.325534	5	0	false	0.000000	nr	nr:5	1.000000	juk1man4:5				false		false	false			proper_name_signal|single_corpus_signal|rime_absent	unreviewed	
2063	比賽	20.325534	5	0	false	0.000000	n	n:3|vn:1|v:1	0.000000	bei2coi3:5				false		false	true	bei2coi3	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
2064	氣	20.325534	5	0	false	0.000000	n	n:3|Ng:2	0.000000	hei3:5				false		false	true	hei3	jyut6ping3.chars.dict.yaml	single_corpus_signal	unreviewed	
2065	氣氛	20.325534	5	0	false	0.000000	n	n:5	0.000000	hei3fan1:5				false		false	true	hei3fan1	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
2066	沖涼	20.325534	5	0	false	0.000000	v	v:5	0.000000	cung1loeng4:5				false		false	true	cung1loeng4	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
2067	沙律	20.325534	5	0	false	0.000000	n	n:5	0.000000	saa1leot2:5				false		false	true	saa1leot2|saa1leot6	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
2068	沿途	20.325534	5	0	false	0.000000	b	b:5	0.000000	jyun4tou4:5				false		false	true	jyun4tou4	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
2069	洋人	20.325534	5	0	false	0.000000	n	n:5	0.000000	joeng4jan4:5				false		false	true	joeng4jan4	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
2070	流行	20.325534	5	0	false	0.000000	v	v:3|vn:2	0.000000	lau4hang4:5				false		false	true	lau4hang4	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
2071	海媚	20.325534	5	0	false	0.000000	nr	nr:5	1.000000	hoi2mei4:5				false		false	false			proper_name_signal|single_corpus_signal|rime_absent	unreviewed	
2072	浸	20.325534	5	0	false	0.000000	q	q:3|v:2	0.000000	zam3:4|zam6:1				false		false	true	cam1|zam3	jyut6ping3.chars.dict.yaml	single_corpus_signal	unreviewed	
2073	淑怡	20.325534	5	0	false	0.000000	nr	nr:5	1.000000	suk6ji4:5				false		false	false			proper_name_signal|single_corpus_signal|rime_absent	unreviewed	
2074	淺	20.325534	5	0	false	0.000000	a	a:5	0.000000	cin2:5				false		false	true	cin2|zin1	jyut6ping3.chars.dict.yaml	single_corpus_signal	unreviewed	
2075	演出	20.325534	5	0	false	0.000000	vn	vn:5	0.000000	jin2ceot1:5				false		false	true	jin2ceot1	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
2076	熱天	20.325534	5	0	false	0.000000	t	t:4|n:1	0.000000	jit6tin1:5				false		false	true	jit6tin1	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
2077	牛	20.325534	5	0	false	0.000000	n	n:3|nr:2	0.400000	ngau4:5				false		false	true	ngau4	jyut6ping3.chars.dict.yaml	single_corpus_signal	unreviewed	
2078	猛咁	20.325534	5	0	false	0.000000	d	d:5	0.000000	maang5gam3:5				false		false	true	maang5gam3	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
2079	獸醫	20.325534	5	0	false	0.000000	n	n:5	0.000000	sau3ji1:5				false		false	true	sau3ji1	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
2080	理論上	20.325534	5	0	false	0.000000	d	d:4|n:1	0.000000	lei5leon6soeng6:5				false		false	true	lei5leon6soeng6	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
2081	生命	20.325534	5	0	false	0.000000	n	n:5	0.000000	sang1ming6:5				false		false	true	sang1ming6	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
2082	生物	20.325534	5	0	false	0.000000	n	n:5	0.000000	sang1mat6:5				true	1892	false	true	sang1mat6	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
2083	用途	20.325534	5	0	false	0.000000	n	n:5	0.000000	jung6tou4:5				false		false	true	jung6tou4	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
2084	痴線	20.325534	5	0	false	0.000000	a	a:4|l1:1	0.000000	ci1sin3:5				false		false	false			single_corpus_signal|rime_absent	unreviewed	
2085	相當之	20.325534	5	0	false	0.000000	d	d:5	0.000000	soeng1dong1zi1:5				false		false	true	soeng1dong1zi1	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
2086	睬	20.325534	5	0	false	0.000000	v	v:5	0.000000	coi2:5				false		false	true	coi2	jyut6ping3.chars.dict.yaml	single_corpus_signal	unreviewed	
2087	硬	20.325534	5	0	false	0.000000	d	d:3|a:1|Dg:1	0.000000	ngaang6:4|ngaang2:1				false		false	true	ngaang6	jyut6ping3.chars.dict.yaml	single_corpus_signal	unreviewed	
2088	磨	20.325534	5	0	false	0.000000	v	v:5	0.000000	mo4:5				false		false	true	mo4|mo6	jyut6ping3.chars.dict.yaml	single_corpus_signal	unreviewed	
2089	禁	20.325534	5	0	false	0.000000	v	v:5	0.000000	gam3:5				false		false	true	gam1|gam3|kam1	jyut6ping3.chars.dict.yaml	single_corpus_signal	unreviewed	
2090	私校	20.325534	5	0	false	0.000000	n	n:5	0.000000	si1haau6:5				false		false	true	si1haau6	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
2091	私隱權	20.325534	5	0	false	0.000000	n	n:5	0.000000	si1jan2kyun4:5				false		false	false			single_corpus_signal|rime_absent	unreviewed	
2092	科技	20.325534	5	0	false	0.000000	n	n:5	0.000000	fo1gei6:5				true	291	false	true	fo1gei6	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
2093	競爭	20.325534	5	0	false	0.000000	v	v:4|vn:1	0.000000	ging3zang1:5				true	1186	false	true	ging3zang1|ging6zang1	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
2094	競爭力	20.325534	5	0	false	0.000000	n	n:5	0.000000	ging6zang1lik6:5				false		false	true	ging3zang1lik6	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
2095	籠	20.325534	5	0	false	0.000000	n	n:5	0.000000	lung4:5				false		false	true	lung4|lung5	jyut6ping3.chars.dict.yaml	single_corpus_signal	unreviewed	
2096	米線	20.325534	5	0	false	0.000000	n	n:5	0.000000	mai5sin3:5				false		false	true	mai5sin3	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
2097	粉紅色	20.325534	5	0	false	0.000000	n	n:5	0.000000	fan2hung4sik1:5				false		false	true	fan2hung4sik1	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
2098	糯米糍	20.325534	5	0	false	0.000000	n	n:5	0.000000	no6mai5ci4:5				false		false	true	no6mai5ci4	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
2099	系統	20.325534	5	0	false	0.000000	n	n:5	0.000000	hai6tung2:5				false		false	true	hai6tung2	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
2100	約	20.325534	5	0	false	0.000000	v	v:4|d:1	0.000000	joek3:5				true	1426	false	true	joek3|wok6	jyut6ping3.chars.dict.yaml	single_corpus_signal	unreviewed	
2101	紅籌股	20.325534	5	0	false	0.000000	n	n:5	0.000000	hung4cau4gu2:5				false		false	true	hung4cau4gu2	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
2102	細佬	20.325534	5	0	false	0.000000	n	n:5	0.000000	sai3lou2:5				false		false	true	sai3lou2	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
2103	經歷	20.325534	5	0	false	0.000000	vn	vn:4|v:1	0.000000	ging1lik6:5				true	910	false	true	ging1lik6	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
2104	美	20.325534	5	0	false	0.000000	jns	jns:4|a:1	0.000000	mei5:5				true	793	false	true	mei5	jyut6ping3.chars.dict.yaml	single_corpus_signal	unreviewed	
2105	習慣	20.325534	5	0	false	0.000000	v	v:3|n:2	0.000000	zaap6gwaan3:5				false		false	true	zaap6gwaan3	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
2106	老鼠	20.325534	5	0	false	0.000000	n	n:5	0.000000	lou5syu2:5				false		false	true	lou5syu2	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
2107	聽聞	20.325534	5	0	false	0.000000	v	v:5	0.000000	teng1man4:3|ting3man4:2				false		false	true	teng1man4	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
2108	舉例	20.325534	5	0	false	0.000000	v	v:5	0.000000	geoi2lai6:5				false		false	true	geoi2lai6	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
2109	舒靈咸	20.325534	5	0	false	0.000000	nr	nr:5	1.000000	syu1ling4haam4:5				false		false	false			proper_name_signal|single_corpus_signal|rime_absent	unreviewed	
2110	荃灣	20.325534	5	0	false	0.000000	ns	ns:5	1.000000	cyun4waan1:5				false		false	true	cyun4waan1	jyut6ping3.words.dict.yaml	proper_name_signal|single_corpus_signal	unreviewed	
2111	薯蓉	20.325534	5	0	false	0.000000	n	n:5	0.000000	syu4jung4:5				false		false	true	syu4jung4	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
2112	被	20.325534	5	0	false	0.000000	n	n:3|p:1|v:1	0.000000	pei5:3|bei6:2				true	1167	false	true	bei6|pei1|pei5	jyut6ping3.chars.dict.yaml	single_corpus_signal	unreviewed	
2113	製作	20.325534	5	0	false	0.000000	vn	vn:5	0.000000	zai3zok3:5				false		false	true	zai3zok3	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
2114	褪	20.325534	5	0	false	0.000000	v	v:5	0.000000	tan3:5				false		false	true	tan3|teoi3	jyut6ping3.chars.dict.yaml	single_corpus_signal	unreviewed	
2115	見識	20.325534	5	0	false	0.000000	v	v:5	0.000000	gin3sik1:5				false		false	true	gin3sik1	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
2116	親眼	20.325534	5	0	false	0.000000	d	d:5	0.000000	can1ngaan5:5				false		false	true	can1ngaan5	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
2117	詠琪	20.325534	5	0	false	0.000000	nr	nr:5	1.000000	wing6kei4:5				false		false	false			proper_name_signal|single_corpus_signal|rime_absent	unreviewed	
2118	試過	20.325534	5	0	false	0.000000	v	v:5	0.000000	si3gwo3:5				true	744	true	true	si3gwo3	jyut6ping3.words.dict.yaml	known_invalid_atomic|single_corpus_signal|aspect_result_sequence	unreviewed	
2119	誇張	20.325534	5	0	false	0.000000	a	a:5	0.000000	kwaa1zoeng1:5				true	1713	false	true	kwaa1zoeng1	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
2120	認真	20.325534	5	0	false	0.000000	a	a:5	0.000000	jing6zan1:5				true	1627	false	true	jing2zan1|jing6zan1	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
2121	說明書	20.325534	5	0	false	0.000000	n	n:5	0.000000	syut3ming4syu1:5				false		false	true	syut3ming4syu1	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
2122	說話	20.325534	5	0	false	0.000000	vn	vn:2|v:2|n:1	0.000000	syut3waa6:5				true	574	false	true	syut3waa6	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
2123	講笑	20.325534	5	0	false	0.000000	v	v:5	0.000000	gong2siu3:5				false		false	true	gong2siu3	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
2124	變成	20.325534	5	0	false	0.000000	v	v:4|n:1	0.000000	bin3sing4:5				true	1217	false	true	bin3sing4	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
2125	讕	20.325534	5	0	false	0.000000	v	v:3|a:2	0.000000	laan2:5				false		false	true	laan4|laan5	jyut6ping3.chars.dict.yaml	single_corpus_signal	unreviewed	
2126	負責	20.325534	5	0	false	0.000000	v	v:5	0.000000	fu6zaak3:5				true	1091	false	true	fu6zaak3	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
2127	責任	20.325534	5	0	false	0.000000	n	n:5	0.000000	zaak3jam6:5				true	1970	false	true	zaak3jam6	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
2128	買嘢	20.325534	5	0	false	0.000000	v	v:4|vn:1	0.000000	maai5je5:5				false		false	true	maai5je5	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
2129	足夠	20.325534	5	0	false	0.000000	a	a:5	0.000000	zuk1gau3:5				true	1772	false	true	zuk1gau3	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
2130	載	20.325534	5	0	false	0.000000	v	v:5	0.000000	zoi3:5				false		false	true	zoi2|zoi3|zoi6	jyut6ping3.chars.dict.yaml	single_corpus_signal	unreviewed	
2131	辣	20.325534	5	0	false	0.000000	a	a:5	0.000000	laat6:5				false		false	true	laat6	jyut6ping3.chars.dict.yaml	single_corpus_signal	unreviewed	
2132	近排	20.325534	5	0	false	0.000000	t	t:5	0.000000	gan6paai2:5				false		false	true	gan6paai4	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
2133	追求	20.325534	5	0	false	0.000000	v	v:5	0.000000	zeoi1kau4:5				false		false	true	zeoi1kau4	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
2134	退	20.325534	5	0	false	0.000000	v	v:5	0.000000	teoi3:5				true	1955	false	true	teoi3	jyut6ping3.chars.dict.yaml	single_corpus_signal	unreviewed	
2135	退休	20.325534	5	0	false	0.000000	v	v:5	0.000000	teoi3jau1:5				false		false	true	teoi3jau1	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
2136	逢	20.325534	5	0	false	0.000000	r	r:3|v:2	0.000000	fung4:5				false		false	true	fung4|pung4	jyut6ping3.chars.dict.yaml	single_corpus_signal	unreviewed	
2137	運	20.325534	5	0	false	0.000000	v	v:5	0.000000	wan6:5				true	1622	false	true	wan6	jyut6ping3.chars.dict.yaml	single_corpus_signal	unreviewed	
2138	鑽戒	20.325534	5	0	false	0.000000	n	n:5	0.000000	zyun3gaai3:5				false		false	true	zyun3gaai3	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
2139	閂	20.325534	5	0	false	0.000000	v	v:5	0.000000	saan1:5				true	1588	false	true	saan1	jyut6ping3.chars.dict.yaml	single_corpus_signal	unreviewed	
2140	阿威	20.325534	5	0	false	0.000000	nr	nr:5	1.000000	aa3wai1:5				false		false	false			proper_name_signal|single_corpus_signal|rime_absent	unreviewed	
2141	阿餅	20.325534	5	0	false	0.000000	nr	nr:5	1.000000	aa3beng2:5				false		false	false			proper_name_signal|single_corpus_signal|rime_absent	unreviewed	
2142	隨時	20.325534	5	0	false	0.000000	d	d:5	0.000000	ceoi4si4:5				true	2000	false	true	ceoi4si4	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
2143	電器	20.325534	5	0	false	0.000000	n	n:5	0.000000	din6hei3:5				false		false	true	din6hei3	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
2144	電視機	20.325534	5	0	false	0.000000	n	n:5	0.000000	din6si6gei1:5				true	1210	false	true	din6si6gei1	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
2145	非常	20.325534	5	0	false	0.000000	d	d:5	0.000000	fei1soeng4:5				true	897	false	true	fei1soeng4	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
2146	風景	20.325534	5	0	false	0.000000	n	n:5	0.000000	fung1ging2:5				false		false	true	fung1ging2	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
2147	飽	20.325534	5	0	false	0.000000	a	a:5	0.000000	baau2:5				false		false	true	baau2	jyut6ping3.chars.dict.yaml	single_corpus_signal	unreviewed	
2148	香	20.325534	5	0	false	0.000000	Nsg	Nsg:3|a:2	0.000000	hoeng1:5				true	193	false	true	hoeng1	jyut6ping3.chars.dict.yaml	single_corpus_signal	unreviewed	
2149	驗	20.325534	5	0	false	0.000000	v	v:3|n:1|Ng:1	0.000000	jim6:5				false		false	true	jim6	jyut6ping3.chars.dict.yaml	single_corpus_signal	unreviewed	
2150	高級	20.325534	5	0	false	0.000000	a	a:5	0.000000	gou1kap1:5				false		false	true	gou1kap1	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
2151	高解像	20.325534	5	0	false	0.000000	a	a:4|n:1	0.000000	gou1gaai2zoeng6:5				false		false	false			single_corpus_signal|rime_absent	unreviewed	
2152	鯨魚	20.325534	5	0	false	0.000000	n	n:5	0.000000	king4jyu4:5				false		false	true	king4jyu4	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
2153	麻雀	20.325534	5	0	false	0.000000	n	n:5	0.000000	maa4zoek2:5				false		false	true	maa4zoek2|maa4zoek3	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
2154	𠝹手	20.325534	5	0	false	0.000000	v	v:5	0.000000	gaai3sau2:5				false		false	true	gaai3sau2	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
2155	𠮨	20.325534	5	0	false	0.000000	v	v:5	0.000000	naai3:5				false		false	true	naai3	jyut6ping3.chars.dict.yaml	single_corpus_signal	unreviewed	
2157	吸煙	19.553614	1	3	true	0.262460	v	v:1	0.000000	kap1jin1:1	v	v:3	kap1jin1:3	false		false	false			rime_absent	unreviewed	
2162	為之	19.553614	1	3	true	0.262460	v	v:1	0.000000	wai4zi1:1	v	v:2|n:1	wai4zi1:3	false		false	false			rime_absent	unreviewed	
2174	鋪頭	18.455885	2	2	true	0.787379	n	n:2	0.000000	pou3tau2:2	n	n:2	pou3tou2:2	false		false	false			rime_absent	unreviewed	
2176	三十三	17.358156	3	1	true	0.423346	m	m:3	0.000000	saam1sap6saam1:3	m	m:1	saam1sap6saam1:1	false		false	false			rime_absent|quantified_sequence	unreviewed	
2178	十八	17.358156	3	1	true	0.423346	m	m:3	0.000000	sap6baat3:3	m	m:1	sap6baat3:1	false		false	false			rime_absent|quantified_sequence	unreviewed	
2183	後邊	17.358156	3	1	true	0.423346	f	f:3	0.000000	hau6bin6:3	f	f:1	hau6bin1:1	false		false	false			rime_absent	unreviewed	
2204	㧬	16.260427	4	0	false	0.000000	v	v:4	0.000000	ung2:4				false		false	true	gung2|ung2	jyut6ping3.chars.dict.yaml	single_corpus_signal	unreviewed	
2205	㷫	16.260427	4	0	false	0.000000	v	v:3|a:1	0.000000	hing3:4				false		false	true	hing3	jyut6ping3.chars.dict.yaml	single_corpus_signal	unreviewed	
2206	七十七	16.260427	4	0	false	0.000000	m	m:4	0.000000	cat1sap6cat1:4				false		false	false			single_corpus_signal|rime_absent|quantified_sequence	unreviewed	
2207	三十萬	16.260427	4	0	false	0.000000	m	m:4	0.000000	saam1sap6maan6:4				false		false	false			single_corpus_signal|rime_absent|quantified_sequence	unreviewed	
2208	三月	16.260427	4	0	false	0.000000	t	t:4	0.000000	saam1jyut6:4				false		false	true	saam1jyut6	jyut6ping3.words.dict.yaml	single_corpus_signal|numeric_measure_time_sequence|quantified_sequence	unreviewed	
2209	三百	16.260427	4	0	false	0.000000	m	m:4	0.000000	saam1baak3:4				false		false	false			single_corpus_signal|rime_absent|quantified_sequence	unreviewed	
2210	不足	16.260427	4	0	false	0.000000	a	a:4	0.000000	bat1zuk1:4				false		false	true	bat1zuk1	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
2211	不過不失	16.260427	4	0	false	0.000000	l	l:3|i:1	0.000000	bat1gwo3bat1sat1:4				false		false	true	bat1gwo3bat1sat1	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
2212	世紀	16.260427	4	0	false	0.000000	q	q:3|n:1	0.000000	sai3gei2:4				false		false	true	sai3gei2	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
2213	主任	16.260427	4	0	false	0.000000	n	n:4	0.000000	zyu2jam6:4				false		false	true	zyu2jam6	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
2214	主席	16.260427	4	0	false	0.000000	n	n:4	0.000000	zyu2zik6:4				false		false	true	zyu2zik6	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
2215	主題	16.260427	4	0	false	0.000000	n	n:4	0.000000	zyu2tai4:4				true	1558	false	true	zyu2tai4	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
2216	之內	16.260427	4	0	false	0.000000	f	f:4	0.000000	zi1noi6:4				true	1643	false	true	zi1noi6	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
2217	九五年	16.260427	4	0	false	0.000000	t	t:4	0.000000	gau2ng5nin4:4				false		false	false			single_corpus_signal|rime_absent|numeric_measure_time_sequence|quantified_sequence	unreviewed	
2218	九成	16.260427	4	0	false	0.000000	m	m:4	0.000000	gau2sing4:4				false		false	true	gau2sing4	jyut6ping3.words.dict.yaml	single_corpus_signal|numeric_measure_time_sequence|quantified_sequence	unreviewed	
2219	九點	16.260427	4	0	false	0.000000	t	t:4	0.000000	gau2dim2:4				true	1102	false	false			single_corpus_signal|rime_absent|numeric_measure_time_sequence|quantified_sequence	unreviewed	
2220	了哥	16.260427	4	0	false	0.000000	n	n:4	0.000000	liu1go1:4				false		false	true	liu1go1	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
2221	事業	16.260427	4	0	false	0.000000	n	n:4	0.000000	si6jip6:4				true	1774	false	true	si6jip6	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
2222	二來	16.260427	4	0	false	0.000000	c	c:4	0.000000	ji6loi4:4				false		false	false			single_corpus_signal|rime_absent	unreviewed	
2223	二千三	16.260427	4	0	false	0.000000	m	m:4	0.000000	ji6cin1saam1:4				false		false	false			single_corpus_signal|rime_absent	unreviewed	
2224	二百幾	16.260427	4	0	false	0.000000	m	m:4	0.000000	ji6baak3gei2:4				false		false	false			single_corpus_signal|rime_absent	unreviewed	
2225	亞洲	16.260427	4	0	false	0.000000	ns	ns:4	1.000000	aa3zau1:4				false		false	true	aa3zau1	jyut6ping3.words.dict.yaml	proper_name_signal|single_corpus_signal	unreviewed	
2226	交代	16.260427	4	0	false	0.000000	v	v:3|vn:1	0.000000	gaau1doi6:4				false		false	true	gaau1doi6	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
2227	交惡	16.260427	4	0	false	0.000000	v	v:4	0.000000	gaau1wu3:4				false		false	true	gaau1ok3|gaau1wu3	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
2228	仍然	16.260427	4	0	false	0.000000	d	d:4	0.000000	jing4jin4:4				true	1140	false	true	jing4jin4	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
2229	企理	16.260427	4	0	false	0.000000	a	a:4	0.000000	kei5lei5:4				false		false	true	kei5lei5	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
2230	低能	16.260427	4	0	false	0.000000	a	a:4	0.000000	dai1nang4:4				false		false	true	dai1nang4	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
2231	依然	16.260427	4	0	false	0.000000	d	d:4	0.000000	ji1jin4:4				true	1923	false	true	ji1jin4	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
2232	保險	16.260427	4	0	false	0.000000	an	an:2|n:2	0.000000	bou2him2:4				true	1786	false	true	bou2him2	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
2233	倪	16.260427	4	0	false	0.000000	nr	nr:4	1.000000	ngai4:4				false		false	true	ngai4|ngai6	jyut6ping3.chars.dict.yaml	proper_name_signal|single_corpus_signal	unreviewed	
2234	值錢	16.260427	4	0	false	0.000000	a	a:4	0.000000	zik6cin2:4				false		false	true	zik6cin2|zik6cin4	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
2235	傾計	16.260427	4	0	false	0.000000	v	v:4	0.000000	king1gai2:4				true	1983	false	true	king1gai2	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
2236	儀器	16.260427	4	0	false	0.000000	n	n:4	0.000000	ji4hei3:4				false		false	true	ji4hei3	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
2237	充實	16.260427	4	0	false	0.000000	a	a:4	0.000000	cung1sat6:4				false		false	true	cung1sat6	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
2238	全班	16.260427	4	0	false	0.000000	n	n:4	0.000000	cyun4baan1:4				false		false	false			single_corpus_signal|rime_absent	unreviewed	
2239	兩成	16.260427	4	0	false	0.000000	m	m:4	0.000000	loeng5sing4:4				false		false	false			single_corpus_signal|rime_absent|numeric_measure_time_sequence|quantified_sequence	unreviewed	
2240	八兩金	16.260427	4	0	false	0.000000	nr	nr:4	1.000000	baat3loeng2gam1:4				false		false	false			proper_name_signal|single_corpus_signal|rime_absent|quantified_sequence	unreviewed	
2241	冧巴	16.260427	4	0	false	0.000000	n	n:4	0.000000	lam1baa2:4				false		false	true	lam1baa1	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
2242	准	16.260427	4	0	false	0.000000	vu	vu:3|v:1	0.000000	zeon2:4				false		false	true	zeon2	jyut6ping3.chars.dict.yaml	single_corpus_signal	unreviewed	
2243	出奇	16.260427	4	0	false	0.000000	a	a:4	0.000000	ceot1kei4:4				false		false	true	ceot1kei4	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
2244	出糧	16.260427	4	0	false	0.000000	v	v:4	0.000000	ceot1loeng4:4				false		false	true	ceot1loeng4	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
2245	分分鐘	16.260427	4	0	false	0.000000	l	l:2|z:1|d:1	0.000000	fan1fan1zung1:4				false		false	true	fan1fan1zung1	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
2246	判	16.260427	4	0	false	0.000000	v	v:4	0.000000	pun3:4				true	1662	false	true	pun3	jyut6ping3.chars.dict.yaml	single_corpus_signal	unreviewed	
2247	制	16.260427	4	0	false	0.000000	v	v:3|vu:1	0.000000	zai3:4				true	1669	false	true	zai3	jyut6ping3.chars.dict.yaml	single_corpus_signal	unreviewed	
2248	前晚	16.260427	4	0	false	0.000000	t	t:4	0.000000	cin4maan5:4				false		false	true	cin4maan5	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
2249	前邊	16.260427	4	0	false	0.000000	f	f:3|t:1	0.000000	cin4bin6:4				false		false	true	cin4bin1|cin4bin6	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
2250	加入	16.260427	4	0	false	0.000000	v	v:4	0.000000	gaa1jap6:4				false		false	true	gaa1jap6	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
2251	北海	16.260427	4	0	false	0.000000	ns	ns:3|nt:1	1.000000	bak1hoi2:4				false		false	true	bak1hoi2	jyut6ping3.words.dict.yaml	proper_name_signal|single_corpus_signal	unreviewed	
2252	十二月	16.260427	4	0	false	0.000000	t	t:4	0.000000	sap6ji6jyut6:4				false		false	true	sap6ji6jyut6	jyut6ping3.words.dict.yaml	single_corpus_signal|numeric_measure_time_sequence|quantified_sequence	unreviewed	
